797, -16331, -7388,
88.56, 156.49, 98.67,
67, -16801, -6345,
88.34, 156.28, 99.98,
1124, -15129, -4762,
88.03, 155.40, 101.29,
1449, -15102, -2609,
87.68, 155.31, 102.28,
77, -16733, -2221,
87.81, 154.98, 103.18,
-449, -15978, -2129,
87.93, 154.61, 103.97,
-75, -6464, -1374,
87.96, 150.49, 104.62,
4562, -32760, -688,
87.96, 144.20, 110.07,
-1340, -5327, -4373,
88.70, 147.03, 105.25,
564, -5329, 232,
89.08, 144.14, 104.84,
-1730, -24476, 6583,
89.57, 146.47, 103.20,
-885, -32760, 4454,
89.94, 151.97, 101.95,
-1258, 8493, 1691,
90.28, 144.71, 100.81,
783, -3105, 229,
90.13, 141.12, 99.83,
2533, -32760, 2475,
89.81, 145.42, 98.39,
-1873, -30196, 59,
90.09, 149.72, 97.44,
-222, -1770, 740,
90.13, 145.33, 96.31,
-557, -19933, 1655,
90.21, 146.54, 95.10,
-417, -32760, 1634,
90.25, 152.18, 93.88,
2999, 7584, 2590,
89.75, 145.03, 92.45,
-2921, -758, 1348,
90.22, 141.16, 91.22,
-3286, -32760, 6462,
90.88, 145.62, 88.97,
3827, -22957, -1725,
90.27, 147.43, 88.23,
3001, 428, -776,
89.96, 143.01, 87.58,
2237, -3611, 1922,
89.84, 140.02, 86.85,
1996, -27658, 1271,
89.53, 142.86, 86.28,
-1424, -14691, 223,
89.68, 142.52, 85.90,
1144, -16751, 1675,
89.49, 145.34, 85.40,
-801, -8566, -3503,
89.49, 144.08, 86.08,
-769, -32760, -3882,
89.39, 154.17, 85.32,
-657, -4714, -4101,
89.59, 153.94, 86.03,
920, -3677, 247,
89.16, 147.10, 87.05,
3214, -28845, 4871,
88.50, 145.95, 86.99,
7361, -32760, 6656,
87.10, 160.93, 86.18,
-877, -9492, -909,
87.37, 164.40, 86.37,
424, -3687, -1112,
87.71, 151.76, 86.95,
-4395, -32760, -4372,
88.12, 152.65, 87.67,
-3011, -19322, 526,
88.57, 159.69, 87.70,
-578, -16207, 1207,
88.58, 158.02, 87.77,
-470, -12080, -1560,
88.59, 150.33, 88.29,
-5972, -26011, -4106,
90.04, 164.54, 89.37,
-247, -18765, -877,
89.61, nan, 89.73,
2451, 2788, 1764,
88.68, 156.10, 90.50,
-1223, -2331, 636,
89.49, 148.87, 90.11,
-11976, -32760, 2914,
91.92, 161.76, 89.52,
-2850, -32760, 5756,
92.74, nan, 88.89,
6991, 7798, 253,
91.93, 158.74, 89.06,
3642, -9982, 2764,
91.11, 156.72, 88.65,
-3071, -27592, 2889,
91.80, 161.67, 88.45,
1296, -11990, 126,
91.80, 148.54, 89.76,
-532, -14554, 1249,
91.76, 153.87, 87.62,
1372, -8614, -389,
91.43, 155.34, 87.02,
-5242, -32760, -10845,
92.43, 172.31, 88.82,
-3708, -15112, -1757,
93.55, 162.21, 89.89,
2671, 1018, 3109,
94.31, 148.95, 90.46,
52, -4009, 888,
94.16, 147.27, 90.17,
7198, -32760, 6612,
93.06, 157.43, 88.92,
946, -11584, 568,
92.20, 149.72, 88.12,
3917, 392, -912,
91.07, 143.89, 88.35,
-3003, -32684, -3221,
91.47, 148.70, 89.07,
-3385, -23967, 910,
91.94, 152.62, 88.67,
7, -12968, -957,
90.97, 148.34, 88.16,
-850, -16615, -1409,
91.07, 147.68, 88.25,
-147, -14237, 94,
91.49, 153.28, 88.52,
-86, -15188, -1209,
91.30, 158.36, 88.82,
-1131, -17633, -6107,
89.55, 152.47, 90.28,
-3738, -15272, -8171,
89.69, 146.86, 92.53,
-3918, -14186, -6866,
91.46, 154.09, 93.69,
-4001, -14872, -6982,
92.70, 155.96, 95.27,
