6630, -3586, -13874,
66.31, 99.28, 140.71,
6402, -2756, -13573,
66.11, 98.97, 140.67,
7310, -3705, -13688,
65.85, 98.87, 140.46,
7112, -2921, -13518,
65.62, 98.75, 140.19,
8127, -5501, -16301,
65.31, 99.11, 140.80,
4504, -4669, -13602,
65.71, 99.43, 140.73,
6586, -3503, -13699,
65.75, 99.39, 140.45,
13142, 597, -12981,
64.98, 98.97, 140.36,
7502, 321, -10421,
64.82, 98.67, 139.91,
8643, 890, -13916,
64.89, 98.34, 139.90,
6473, 1811, -16137,
65.60, 97.87, 140.69,
10150, -1224, -15495,
64.77, 97.72, 141.17,
7074, -485, -15130,
64.99, 97.29, 141.51,
4495, -585, -10604,
65.52, 96.88, 140.98,
7738, -716, -12733,
65.60, 96.56, 140.80,
6515, 2050, -13922,
65.82, 95.86, 140.92,
6328, 1920, -15796,
65.82, 94.31, 137.13,
5901, 3241, -16614,
65.96, 94.81, 141.74,
4896, 1460, -15618,
66.35, 94.12, 142.22,
5892, 2812, -15606,
66.41, 93.19, 142.67,
4904, 2661, -15444,
66.70, 92.24, 143.07,
6090, 1104, -15090,
66.79, 91.48, 143.40,
6381, 1328, -14598,
66.80, 90.82, 143.68,
6230, -716, -15707,
66.99, 90.33, 144.23,
5825, -1308, -14080,
67.21, 90.07, 144.39,
5562, -2285, -13743,
67.66, 89.55, 143.68,
5950, -1394, -12867,
67.41, 89.02, 143.48,
7167, -2239, -13461,
67.31, 88.81, 143.42,
7376, -1323, -14086,
68.31, 89.13, 143.72,
6433, -1726, -13027,
68.50, 89.46, 144.44,
4593, -858, -11198,
69.20, 89.74, 143.69,
7482, -401, -14855,
69.03, 90.10, 143.34,
6621, 2597, -18429,
69.64, 89.48, 144.14,
6832, 2662, -16314,
69.68, 88.97, 144.47,
4274, 2504, -17240,
69.72, 88.47, 146.36,
7215, 2066, -15905,
69.81, 88.02, 147.30,
6451, 638, -14629,
69.82, 88.25, 147.52,
6697, 827, -15431,
69.82, 87.69, 142.58,
6642, 372, -14813,
69.69, 88.71, 146.98,
7023, -1322, -14122,
69.33, 89.16, 146.53,
6357, -1135, -11212,
69.24, 89.80, 145.27,
8400, 142, -13184,
68.64, 90.21, 144.63,
8056, 89, -15172,
68.30, 90.37, 144.65,
6039, 617, -13537,
68.36, 90.49, 144.36,
8406, -1819, -18087,
67.98, 90.67, 145.02,
7476, -2134, -14933,
67.69, 90.80, 145.26,
6503, -1654, -13125,
67.52, 90.70, 145.09,
4960, 566, -9956,
67.70, 90.38, 144.27,
6745, -870, -13934,
67.77, 90.16, 144.40,
7923, 44, -15762,
67.67, 89.94, 144.87,
7654, 1278, -20795,
67.46, 89.45, 147.12,
4599, 2727, -16147,
67.46, 88.87, 148.63,
5703, 3449, -15907,
67.77, 88.25, 148.96,
6837, 2175, -14758,
67.73, 88.32, 147.82,
5187, 934, -14807,
68.02, 88.60, 147.37,
6376, 1240, -15079,
67.65, 88.80, 146.73,
6048, -544, -14680,
67.86, 89.22, 146.37,
5996, -1117, -11446,
67.94, 89.51, 145.45,
8253, 82, -14756,
67.94, 88.23, 141.40,
7337, -1883, -15285,
67.81, 89.87, 145.58,
6837, 542, -12569,
67.85, 89.57, 145.14,
8287, -3867, -13433,
67.51, 90.01, 145.77,
4779, -721, -10270,
68.14, 90.15, 144.94,
6817, 1571, -11438,
68.36, 89.91, 143.90,
6012, 184, -15174,
68.36, 89.98, 144.36,
6566, 2198, -16834,
68.68, 89.33, 144.01,
5919, 2959, -15964,
68.95, 88.51, 144.30,
5923, 1520, -14520,
69.05, 87.99, 144.68,
7092, 2352, -13616,
68.68, 87.71, 145.72,
7278, 140, -15275,
68.59, 87.54, 146.11,
6490, -551, -13806,
68.84, 87.64, 145.55,
6067, 192, -11438,
69.12, 87.81, 142.95,
6546, -345, -11036,
68.78, 88.31, 141.60,
6138, -1105, -12335,
68.70, 89.05, 140.68,
6659, 408, -12842,
68.73, 89.34, 140.19,
7591, -660, -13852,
68.32, 89.59, 139.95,
5880, -1555, -11104,
68.40, 90.05, 138.96,
5124, 289, -8796,
68.56, 89.91, 137.53,
5547, 366, -15539,
68.64, 89.67, 138.52,
6136, 1379, -17447,
68.64, 88.37, 134.60,
4767, 3904, -16240,
69.09, 88.73, 138.75,
5762, 3361, -15514,
69.27, 88.28, 139.48,
6401, 1714, -14596,
69.60, 87.37, 139.77,
5704, 1294, -13875,
69.44, 87.05, 140.69,
6443, 1280, -14455,
69.50, 87.09, 141.46,
6858, -45, -14310,
69.36, 87.13, 141.24,
7364, 1706, -13957,
69.22, 87.21, 140.50,
3522, -233, -11799,
69.63, 87.73, 139.45,
6039, -1054, -10501,
69.61, 88.14, 138.46,
6855, -1070, -10780,
69.65, 88.70, 137.77,
10364, 4320, -21021,
69.12, 88.02, 139.18,
8238, -505, -10741,
68.82, 88.01, 138.42,
9774, -3649, -12596,
68.17, 88.64, 138.71,
9120, -5940, -14804,
67.72, 89.54, 139.64,
7776, -3682, -12716,
67.44, 89.96, 139.74,
7957, -4131, -12132,
67.21, 90.69, 139.56,
9304, -4410, -12250,
66.91, 91.30, 139.16,
9421, -3759, -11407,
66.28, 91.66, 139.24,
8702, -4320, -11913,
65.65, 92.41, 140.01,
