1360, -2046, 16707,
89.08, 95.99, 19.46,
1022, -2206, 16953,
88.90, 96.15, 19.38,
2579, -2820, 15569,
88.28, 96.47, 20.06,
1534, -449, 16542,
87.93, 96.32, 20.21,
-3313, -172, 22159,
88.38, 96.04, 17.24,
-2856, 504, 14850,
88.91, 95.58, 18.29,
-643, 1242, 17034,
89.09, 94.99, 18.14,
-816, 1305, 17257,
89.23, 94.42, 17.75,
-1435, 1765, 16892,
89.44, 93.82, 17.52,
-469, 2413, 15504,
89.55, 93.14, 18.27,
-1183, -4572, 14769,
89.70, 93.61, 19.32,
-5259, -755, 19197,
90.54, 93.44, 18.01,
-5235, -9384, 12877,
91.40, 94.68, 19.77,
-5486, -11068, 11109,
92.27, 96.05, 22.25,
-5442, -11399, 9591,
92.27, 96.69, 32.28,
-5744, -13340, 9271,
93.11, 97.97, 25.34,
-5419, -12353, 8488,
93.93, 99.69, 28.23,
-5453, -14277, 7244,
94.96, 101.78, 31.40,
-5197, -15248, 5385,
96.23, 103.98, 34.62,
-5199, -16639, 3234,
97.40, 106.42, 38.28,
-4374, -16994, 2249,
98.38, 108.98, 41.93,
-4145, -16484, 2830,
99.28, 111.47, 45.19,
-4075, -15583, 5155,
100.12, 113.82, 47.82,
-3984, -13664, 7728,
101.20, 115.75, 49.51,
-4495, -13374, 10327,
102.20, 118.10, 50.82,
-3689, -8845, 12785,
102.26, 119.70, 52.75,
-2778, -7116, 15225,
102.25, 121.13, 52.68,
-6033, -5315, 24278,
103.14, 122.38, 51.19,
-4732, 3712, 20627,
103.80, 121.92, 50.48,
-923, 72, 15571,
103.71, 122.25, 50.76,
-1209, 756, 16840,
103.83, 122.56, 50.48,
-961, 1025, 16434,
103.80, 121.49, 50.13,
-1849, 1539, 16931,
103.23, 121.06, 50.61,
-2089, -1082, 17087,
102.71, 119.50, 49.72,
379, 4018, 16270,
101.73, 116.73, 48.61,
-4140, 11, 17284,
101.73, 115.08, 50.58,
-2162, -1435, 16771,
101.14, 114.60, 46.97,
-3763, -7259, 12988,
100.87, 113.69, 45.97,
-4217, -11503, 12992,
100.67, 113.20, 44.66,
-3499, -12663, 11098,
100.39, 112.75, 43.33,
-4293, -12905, 10112,
100.24, 112.09, 41.68,
-5828, -13242, 9871,
100.48, 111.44, 39.79,
-5026, -14329, 8161,
100.62, 111.06, 38.42,
-4013, -15232, 6478,
100.61, 111.00, 38.08,
-3221, -16489, 3559,
100.49, 111.49, 39.16,
-3601, -16847, 2773,
100.34, 112.10, 41.06,
-2917, -17071, 2454,
100.21, 113.55, 43.54,
-3461, -16537, 3328,
100.32, 115.22, 46.27,
-3192, -15923, 4500,
99.86, 117.13, 50.55,
-3092, -13583, 7104,
99.59, 120.33, 53.33,
-2823, -15382, 7217,
99.90, 123.27, 55.00,
-2407, -12889, 9731,
100.10, 125.96, 56.40,
-4222, -11710, 11259,
100.63, 128.55, 57.40,
-3123, -9772, 12906,
100.84, 130.93, 58.17,
-2729, -6602, 14971,
100.95, 132.12, 58.57,
-1164, -4865, 20393,
101.20, 134.09, 57.78,
-425, 543, 16679,
101.20, 133.87, 60.84,
-1811, 1587, 17707,
101.14, 133.42, 57.60,
-746, -641, 16764,
100.65, 131.96, 56.88,
556, 108, 16719,
99.86, 129.48, 56.15,
110, 1108, 16338,
99.27, 126.65, 55.12,
-434, 1087, 16478,
98.64, 123.87, 53.86,
541, 1722, 16870,
97.60, 121.00, 52.44,
564, 2500, 14805,
96.68, 117.87, 51.07,
2759, -1753, 21565,
95.58, 115.43, 47.86,
-5180, -2406, 14339,
95.90, 112.93, 45.46,
-733, -5412, 14098,
95.43, 110.93, 42.83,
-2727, -9497, 10987,
95.40, 109.63, 40.75,
-3797, -12396, 10993,
95.46, 108.92, 38.81,
-3388, -12230, 9908,
95.49, 108.28, 37.39,
-4259, -13486, 9976,
95.68, 108.27, 36.62,
-3699, -14661, 8224,
95.82, 108.15, 36.35,
-2103, -16068, 6163,
95.77, 108.69, 37.31,
-2252, -16582, 3163,
95.45, 109.52, 39.42,
-1947, -16928, 1328,
95.26, 110.76, 42.29,
-1337, -16816, 446,
95.03, 112.54, 45.68,
-1830, -17638, 1248,
95.14, 114.79, 49.86,
-2290, -16959, 2531,
95.14, 115.49, 56.86,
-2257, -16830, 3740,
95.21, 118.13, 52.76,
-2269, -16581, 5091,
95.46, 121.09, 55.10,
-2369, -14826, 7154,
95.94, 123.96, 56.97,
-1702, -13098, 9204,
96.23, 126.78, 58.33,
-2427, -12157, 10458,
96.56, 129.51, 59.47,
-2211, -10934, 10654,
97.01, 132.22, 60.63,
-3362, -6066, 14059,
97.65, 134.12, 60.77,
-5730, -2339, 24764,
99.04, 134.25, 60.18,
-4533, 2540, 19374,
98.93, 133.15, 59.23,
-1960, 1333, 16559,
99.13, 131.67, 58.77,
-1546, -46, 16994,
98.94, 129.65, 57.62,
-306, 30, 16751,
98.37, 127.08, 56.51,
-315, 901, 16855,
97.86, 124.46, 55.15,
-1083, 1542, 16839,
97.34, 121.56, 53.79,
-41, 1842, 15579,
96.75, 118.47, 52.30,
654, 3069, 19763,
96.30, 115.00, 49.46,
-1787, -1220, 15064,
96.22, 112.29, 46.87,
205, -1624, 15622,
95.87, 109.64, 43.61,
-4150, -7754, 13484,
96.33, 108.09, 40.46,
-3664, -9307, 13903,
96.63, 106.67, 37.19,
-3768, -10191, 11798,
96.63, 104.48, 40.78,
-4416, -12881, 10129,
96.98, 106.01, 35.44,
-5011, -13586, 9680,
97.43, 105.50, 34.14,
-4512, -14387, 8820,
97.78, 105.43, 33.66,
-4860, -15125, 7178,
98.30, 105.77, 34.25,
-3439, -15308, 4948,
98.46, 106.30, 35.80,
-3551, -16867, 4002,
98.68, 107.30, 37.60,
-1782, -17165, 2549,
98.42, 109.20, 40.56,
-1760, -17289, 1851,
97.77, 111.78, 45.97,
-1737, -17244, 2332,
97.32, 115.27, 49.70,
-1910, -17004, 2852,
97.31, 118.60, 52.55,
-2132, -16536, 4121,
97.40, 121.69, 55.13,
-2027, -15988, 5402,
97.68, 124.79, 57.34,
-1892, -14660, 7575,
97.94, 127.92, 59.11,
-1758, -12985, 9444,
98.05, 130.97, 60.49,
-1531, -11053, 11429,
98.30, 133.80, 61.26,
-601, -6246, 13754,
98.50, 135.92, 62.37,
2254, -4323, 16820,
97.84, 136.65, 62.04,
1278, 4848, 14625,
97.67, 135.14, 62.23,
1155, 2406, 17994,
96.80, 132.86, 61.40,
723, 1079, 17249,
96.08, 130.60, 60.78,
-1227, 1012, 16977,
96.08, 128.16, 62.46,
1420, 101, 16768,
