-4765, -16075, -1073,
102.73, 159.67, 91.86,
-4263, -17390, -1830,
102.97, 159.78, 92.36,
-4287, -16229, -2892,
103.19, 159.53, 92.99,
-4694, -15611, -2396,
103.52, 159.25, 93.44,
-4881, -15580, -2060,
103.80, 158.99, 93.78,
-1956, -16039, 374,
103.63, 158.17, 93.75,
-2883, -16189, 780,
103.68, 158.11, 93.53,
-3135, -14794, 303,
103.73, 157.14, 93.34,
-4270, -16659, -4069,
103.93, 157.06, 93.87,
-2002, -11236, -450,
103.67, 154.84, 93.83,
-543, -14894, -664,
103.67, 149.24, 96.11,
-4574, -14018, -3369,
103.73, 153.82, 94.23,
-1621, -18687, -2163,
103.28, 154.56, 94.45,
-1722, -19251, -2393,
102.80, 155.59, 94.60,
-1622, -18976, -3063,
102.37, 156.53, 94.91,
-2226, -22640, -2402,
101.95, 159.24, 95.13,
-2124, -18630, -3330,
101.48, 160.35, 95.48,
-1336, -17669, -4776,
100.89, 160.89, 96.14,
-1268, -16268, -3707,
100.29, 160.95, 96.60,
-406, -12143, -2553,
99.59, 158.95, 96.85,
-1890, -13824, -497,
99.09, 157.91, 96.75,
-665, -12816, -1161,
98.42, 156.55, 96.76,
-2667, -16680, 1053,
98.16, 156.26, 96.29,
-4946, -18979, 1504,
98.27, 157.39, 95.57,
-3524, -16834, -576,
98.08, 157.91, 95.28,
-1194, -12312, 392,
97.47, 156.55, 94.88,
-3427, -14654, 973,
97.71, 155.99, 94.78,
1053, -15771, -587,
97.07, 155.82, 95.00,
-1886, -17564, -2559,
96.87, 156.94, 95.47,
116, -19212, -4599,
96.15, 158.02, 95.56,
-785, -19242, -3838,
95.95, 161.80, 96.11,
-1158, -19238, -3319,
95.95, 156.01, 98.70,
-1273, -21967, -1745,
95.42, 166.51, 95.84,
-1614, -21538, -2225,
95.42, 168.66, 95.85,
-147, -17890, -4721,
95.16, 167.59, 96.23,
-901, -17419, -4612,
95.04, 166.47, 96.48,
-369, -15198, -2661,
94.74, 162.03, 96.53,
-821, -13592, -2911,
94.53, 159.55, 96.46,
563, -13108, -433,
94.22, 157.53, 95.75,
541, -15060, 151,
93.93, 157.02, 95.12,
-2906, -15463, -950,
94.33, 158.44, 94.86,
-2179, -16830, 436,
94.38, 159.81, 94.71,
-1648, -16981, -188,
94.54, 161.86, 94.55,
-615, -12702, 243,
94.21, 159.89, 94.69,
-745, -15386, -1819,
93.53, 158.27, 95.23,
-299, -13979, -1904,
93.00, 157.05, 95.44,
67, -16571, -3386,
92.80, 158.89, 96.06,
785, -17906, -2889,
92.12, 160.40, 96.69,
-298, -19214, -3195,
92.33, 162.14, 97.11,
41, -19283, -3431,
92.02, 163.07, 97.25,
-805, -20863, -2605,
92.17, 164.01, 96.93,
830, -19784, -6429,
91.91, 164.33, 97.35,
-274, -16492, -4854,
91.91, 154.36, 99.77,
462, -16729, -5506,
91.63, 161.45, 97.96,
140, -14577, -4301,
91.34, 158.18, 98.30,
496, -13587, -1475,
91.24, 156.38, 97.77,
-1469, -16759, -986,
91.33, 156.11, 97.18,
-576, -15865, -655,
91.37, 156.38, 96.85,
-855, -15759, -559,
91.37, 157.27, 96.47,
1838, -18855, 446,
91.17, 159.82, 96.33,
-218, -16941, -1107,
91.29, 160.72, 96.53,
-608, -16951, -966,
90.92, 161.46, 96.54,
-369, -12338, -1442,
90.62, 159.30, 96.84,
-49, -14149, -830,
90.36, 158.04, 96.95,
583, -14002, -2377,
90.17, 158.61, 97.37,
754, -16098, -2406,
89.93, 158.93, 97.47,
896, -17533, -4686,
89.73, 160.59, 97.92,
1434, -18284, -4135,
89.51, 161.44, 98.05,
-229, -19016, -3746,
89.68, 162.01, 98.19,
188, -21053, -2933,
89.60, 163.00, 98.14,
299, -21633, -4735,
89.56, 164.36, 98.36,
966, -17300, -5167,
89.27, 162.35, 98.78,
486, -17097, -6006,
89.32, 160.96, 98.71,
1605, -16188, -5735,
89.32, 153.32, 100.46,
1978, -13933, -4284,
89.08, 159.62, 98.51,
-102, -13540, -2278,
89.12, 159.14, 98.18,
1211, -14850, -893,
89.00, 159.73, 98.08,
-908, -15235, -1009,
88.91, 159.03, 98.08,
-1071, -18442, -828,
88.99, 160.22, 98.11,
-1064, -16476, -1956,
89.03, 160.57, 98.34,
-852, -15983, -940,
89.46, 159.22, 98.57,
-544, -12617, -1152,
89.51, 157.33, 98.58,
1066, -15590, -825,
89.24, 156.76, 98.55,
-701, -15537, -2445,
89.30, 158.11, 98.72,
-287, -15849, -4040,
89.34, 158.86, 99.24,
-91, -18717, -3885,
89.44, 161.09, 99.49,
915, -19008, -4405,
89.42, 162.60, 99.82,
75, -19846, -3148,
89.55, 163.90, 99.57,
71, -19083, -1902,
89.77, 164.38, 99.20,
-260, -13531, -2039,
89.78, 161.36, 98.92,
-2226, -19293, -300,
90.17, 160.49, 98.49,
943, -21618, -7907,
90.06, 160.48, 99.01,
163, -16589, -5221,
90.19, 160.14, 99.02,
960, -16145, -7075,
90.12, 159.69, 99.19,
1786, -13688, -5461,
90.12, 153.31, 100.74,
-1, -14178, -4918,
90.44, 159.81, 99.30,
1548, -13904, -3770,
90.17, 159.98, 99.54,
1096, -12171, -2241,
90.19, 158.75, 99.76,
-1380, -13287, -670,
90.27, 157.89, 99.71,
-1643, -16688, -1421,
90.36, 157.15, 99.80,
-1205, -15908, -1224,
90.38, 156.91, 99.68,
-871, -13222, -1210,
90.38, 155.80, 99.73,
2120, -15556, -7185,
89.95, 156.99, 100.72,
2431, -17591, -7840,
89.73, 157.83, 101.88,
1048, -15121, -8478,
89.45, 157.65, 102.88,
2484, -13181, -8882,
89.00, 156.54, 103.68,
1768, -13511, -9055,
88.70, 154.51, 104.55,
1365, -13537, -8780,
88.63, 152.52, 105.28,
1255, -13710, -9105,
88.43, 150.44, 106.28,
