2410, 16658
281.496490, 261.802002
3229, 16547
280.175446, 259.350830
2803, 16515
280.649170, 260.776154
2167, 16191
279.950562, 262.504211
2864, 16102
282.847656, 260.049438
6499, 16156
278.481537, 248.025543
2960, 18300
279.678192, 261.187164
-1202, 14823
305.897339, 274.356903
-6324, 11495
303.690033, 298.511200
-10234, 11060
303.690033, 312.709351
-11414, 9403
310.815033, 320.477325
-12157, 9257
304.094940, 322.917480
-13375, 9264
297.612976, 325.336517
-14398, 7972
299.744843, 331.232330
-15935, 5698
296.565002, 340.506927
-15751, 3674
303.178467, 346.817017
-16660, 2629
313.363373, 351.326813
-17008, 819
341.565033, 357.614044
-17609, 622
345.068573, 358.152405
-17430, 2179
306.253784, 353.047028
-15932, 5733
298.810730, 340.346161
-14393, 7792
296.980164, 331.665741
-12690, 10117
292.905701, 321.730469
-10463, 12162
286.208954, 310.710815
-8941, 11997
287.622253, 306.544922
-5868, 15721
291.623138, 290.272644
-1982, 16615
287.993042, 276.823395
2456, 16681
290.022034, 261.802002
3387, 15952
282.957520, 258.009216
1958, 16318
280.830017, 263.550537
1284, 16574
281.592102, 265.601379
679, 17164
282.127014, 268.106689
4186, 15648
280.304779, 255.230865
397, 16910
296.757263, 269.037201
-2189, 17357
296.378357, 276.952881
-5052, 12710
293.428650, 291.250458
-10286, 11193
299.116089, 312.345764
-13160, 9432
306.591034, 324.637512
-13037, 8915
306.724060, 325.597290
-13815, 9060
300.699677, 326.583374
-15199, 6611
304.824432, 336.736786
-14995, 5292
310.855347, 340.758118
-16170, 4155
314.999969, 345.727478
-16860, 2575
318.012756, 351.398621
-17207, 1129
331.927490, 356.248260
-17300, -768
26.565073, 2.346876
-17518, -287
10.304855, 0.924046
-16938, 587
344.054596, 358.090851
-16850, 3325
309.559631, 349.060913
-15133, 5835
297.121246, 339.034271
-13300, 8355
297.718445, 327.885132
-11089, 10237
297.198059, 317.290588
-9188, 11806
298.995911, 308.065613
-6587, 14710
291.037445, 293.860107
-3871, 12776
293.962433, 286.699188
6241, 18754
280.645599, 251.694458
2110, 16080
284.743500, 262.998810
1381, 15847
285.945343, 265.405823
1894, 16452
281.689301, 263.605682
1088, 16519
282.528748, 266.576202
2742, 15095
279.549072, 259.931000
-3993, 18301
288.833679, 282.246277
2815, 17401
300.343201, 261.218903
-3033, 13797
301.739075, 282.215637
-9277, 11826
300.041321, 308.065613
-10502, 9759
300.718842, 317.002502
-13878, 9276
304.695099, 326.445038
-13564, 8318
308.417999, 328.860992
-15053, 6811
302.005341, 335.637512
-15789, 4828
307.405304, 342.969849
-16018, 3970
312.878876, 346.083130
-16411, 1947
326.976105, 353.605591
-17155, -116
0.004775, 0.000474
-17171, -152
5.194433, 0.473508
-16992, 1298
332.102722, 355.710846
-16918, 3740
310.236328, 347.675262
-14293, 6376
308.659760, 335.984863
-13906, 7802
292.693726, 330.697754
-11829, 10058
293.586975, 319.455566
-10154, 13050
291.370575, 308.046997
-6798, 15651
292.067841, 293.385162
-2677, 16516
288.874481, 278.746094
1873, 18206
287.631714, 264.245514
259, 16324
290.937225, 269.501862
184, 16423
287.241394, 269.506165
766, 16368
284.036194, 267.531952
656, 16696
282.425873, 268.058594
1824, 15958
281.017029, 263.938293
382, 19563
285.780701, 269.169769
-1361, 16015
285.811310, 274.553711
-4114, 14454
292.858704, 285.871124
-9644, 11097
298.300720, 311.081726
-10921, 9717
304.077148, 318.551697
-12754, 10534
302.969360, 320.572174
-13403, 9202
300.963715, 325.619629
-13489, 8363
298.474152, 328.157532
-14990, 7856
296.146790, 332.576630
-15463, 5253
295.942230, 341.250244
-16596, 2351
306.869843, 352.212982
-17649, 369
350.537659, 359.083344
-16785, -1093
32.471218, 3.366463
-17343, -779
22.619884, 2.327817
-16786, 1234
334.798859, 356.153961
-16330, 4528
309.093811, 344.450195
-14070, 6623
292.442688, 335.078217
-13859, 9848
295.559906, 324.851288
-11317, 10810
290.224792, 316.468750
-7399, 13408
293.850403, 298.694855
-6842, 14208
293.267639, 295.640961
-2630, 16205
291.540924, 278.972565
5842, 17545
281.842010, 251.703842
3440, 15845
288.741272, 257.905304
490, 16257
285.549744, 268.505737
1414, 16562
282.061249, 265.114868
1579, 16603
282.994568, 264.629089
654, 16929
284.036194, 268.090912
5668, 16757
270.970947, 251.274261
911, 17770
303.690033, 267.273773
-5144, 13882
290.170593, 290.170593
-9059, 11652
302.380615, 307.971558
-13022, 10987
302.471130, 320.072083
-12300, 8740
301.239166, 324.963776
-13064, 8888
304.315033, 325.597290
-13448, 8213
305.256317, 328.594818
-14843, 6573
307.266357, 336.341980
-15444, 4449
319.267853, 344.124023
-16521, 2357
331.927490, 352.212982
-17358, 311
354.289398, 359.068451
-17328, -351
7.594650, 0.939192
-17084, 617
346.759460, 358.106628
-16720, 3550
313.830811, 348.037933
-16179, 4293
313.025024, 345.256409
-14711, 7177
300.963715, 334.323181
-12752, 9452
294.120911, 323.334351
-10291, 11884
288.434875, 310.601257
-6719, 13347
294.581512, 296.565002
-3678, 15936
293.868286, 282.957520
4504, 16401
284.962097, 255.037903
3488, 14049
286.326782, 256.373077
3231, 15367
281.003479, 258.486237
1744, 16782
274.803406, 264.241821
-2594, 17258
287.727570, 278.392853
-804, 16767
281.961975, 272.426270
-1095, 15916
263.884583, 273.576263
-2496, 15635
246.425354, 278.785217
-2336, 14150
237.789124, 279.090210
-2255, 13707
235.366364, 278.790466
-1693, 13538
234.688828, 277.124939
