-16827, 2666
279.462250, 351.398621
-16728, 1816
274.763580, 354.193268
-16948, 1844
287.102661, 353.817078
-16867, 1757
284.036194, 354.241730
-11521, 263
198.434967, 359.292664
-32523, -613
15.945410, 0.996349
-13801, -1795
94.763573, 7.052312
-5352, 2792
270.002930, 332.818878
-30488, 4402
230.013153, 351.832764
-32760, 8544
303.023804, 345.499817
-17587, -282
134.999969, 0.924046
-1992, -21
45.000038, 0.004093
-31536, -1576
79.695221, 2.823963
-19132, 3508
325.560974, 349.919403
-17079, 2533
305.217560, 352.002502
-7158, 1534
239.036285, 348.690063
-32760, 1354
352.234833, 357.778442
-17759, -4233
75.068649, 13.495745
-6214, 3598
229.969788, 330.395508
-9446, 5047
255.579285, 332.062836
-32735, 7792
234.659943, 346.663147
-5368, 257
354.289398, 358.492554
-4060, 3066
285.945343, 323.130066
-23123, 1003
349.286865, 357.540955
-21467, 3782
310.236328, 350.293335
-13008, 777
330.945374, 356.889160
-9747, -246
4.398709, 0.830316
-23102, 491
353.659790, 358.945587
-26145, -1162
14.036255, 2.476115
7773, 2785
215.134216, 199.057724
2392, -3546
45.000038, 122.619194
-32760, 1185
190.539185, 358.025055
-32760, 5494
327.652527, 350.697937
10864, 55
0.003581, 179.999252
-99, 1736
284.036194, 270.004700
-27208, 4110
312.954559, 351.410858
-14896, 2813
295.346130, 349.743164
-13186, 984
329.036224, 356.308594
-14390, 2174
321.709808, 351.634094
-31892, 111
0.001910, 0.000254
-15660, -2269
50.906185, 8.202361
-4177, 2657
270.003113, 328.172516
-29114, 6364
251.565109, 347.677490
-32760, 7777
249.102295, 346.663147
-15615, 703
255.963821, 357.917419
-4275, 1036
240.255173, 346.865967
-3552, 4928
268.315399, 306.326782
-28154, 2663
303.690033, 354.831543
-10747, 1806
333.434937, 351.027374
-15942, 2758
319.184875, 350.455475
-9555, 620
336.037476, 356.583405
-32760, 2918
344.475891, 355.072876
-7961, -2267
89.996498, 15.945410
11463, 3139
257.195801, 195.195267
295, -2460
96.709770, 96.709770
-32760, 7011
280.407654, 348.074005
-31125, 2512
244.798920, 355.581360
3510, 214
183.814072, 182.385941
-19600, -403
26.565073, 0.824344
-24582, 2737
276.008942, 353.768250
-17559, 1835
325.619629, 354.015045
-14514, -1380
102.528740, 5.042455
-15998, -4638
113.629318, 15.811384
-16413, -5493
125.394745, 18.138098
-14630, -6669
126.674301, 24.527740
-14148, -6642
131.784470, 25.173546
-14603, -6564
133.726929, 24.065653
-14704, -5667
129.522583, 21.037529
-14472, -5303
129.035461, 19.938009
-14337, -4861
129.472412, 18.604980
-14999, -3742
144.904144, 13.781609
-12665, -4329
137.726273, 18.627878
-15220, -4469
153.434937, 16.157354
-13035, -4231
153.811859, 18.060488
-14237, -3773
150.524078, 14.574228
-14351, -4750
142.495819, 18.093922
