-16899, 1221
284.036194, 356.153961
-17125, 2436
276.709778, 352.002502
-16777, 1523
291.801361, 355.156006
-11690, 819
231.340240, 356.510681
-26946, 59
0.002387, 0.000300
-32760, 3556
254.357819, 353.849609
2911, 771
338.962463, 194.036255
-3603, 2831
272.862335, 321.340149
-32142, 8314
309.019348, 345.667175
-24370, 1122
246.801468, 357.669495
-2103, -185
172.874969, 4.085620
-32760, -616
175.763611, 0.987761
-30828, 5330
257.799591, 350.367279
-11123, 1318
320.710571, 353.418060
-9119, 1043
229.398743, 353.758087
-32760, 1066
350.311218, 358.271790
5972, 2423
250.560028, 202.036240
-2927, 2002
327.528778, 325.007935
-32760, 2236
200.095245, 356.300659
-32760, 2221
221.423706, 356.300659
-4385, -557
8.972634, 5.527545
-3739, 2683
237.724396, 323.841797
-23104, 7325
312.049194, 342.625946
-15628, 2089
312.878876, 352.746796
-9354, 252
353.659790, 359.131958
-26368, -274
2.045410, 0.306392
-32760, 58
0.001273, 0.000247
10120, 1566
233.972672, 188.806793
-3228, 2768
314.999969, 319.184875
-32760, 4347
319.398682, 352.631958
-32760, 3922
299.054565, 353.361816
7622, 2437
256.759552, 197.474792
-3647, 3936
286.504303, 312.797363
-30378, -77
179.988541, 0.000266
-22249, 4930
316.636536, 347.780670
-14979, 1000
322.125000, 356.221802
-8781, -1061
98.130035, 6.441606
-32760, 4198
333.034271, 352.874969
-10364, -3398
92.385872, 18.199181
-5070, 3656
295.640961, 324.462280
2713, -3531
89.997787, 127.234787
-32760, 4172
312.954559, 352.874969
-24505, -1496
120.963707, 3.308216
-838, 393
184.573929, 338.198578
-32760, -103
179.998749, 0.000247
-19904, 2206
313.025024, 353.927551
-15749, 1475
317.726288, 354.852112
-16344, 1379
331.927490, 356.020630
-12052, -308
15.945410, 1.347888
-24230, -543
6.581950, 1.005087
-28072, 1012
352.184692, 357.985413
8241, 816
199.653839, 184.927109
-581, 1018
217.875015, 299.744843
-31146, 3898
242.592468, 353.003235
-32760, 8050
286.606934, 346.196411
637, 3617
283.495667, 260.909790
-3819, 1708
321.340149, 336.037476
-21907, 5632
302.660858, 345.876801
-16865, 1700
326.309906, 354.241730
-15269, -561
16.699259, 1.591142
-14546, -4041
118.178543, 15.208052
-17426, -3926
132.797363, 12.380768
-15806, -5538
131.081711, 19.198864
-14428, -5188
138.012756, 19.440052
