-16709, 1739
292.619812, 354.193268
-17064, 1899
294.775085, 353.867767
-16607, 1699
288.434875, 354.143982
-17139, 1738
306.869843, 354.336304
-16872, 1837
307.568542, 353.765503
-16791, 2172
295.016846, 352.815735
-15065, 425
251.565109, 358.378845
-11855, -399
33.690098, 1.363929
-14282, -2416
115.201073, 9.554297
-16548, -5071
107.447128, 16.654320
-19417, -3858
126.528809, 11.148999
-18065, -4339
97.594574, 13.190622
-20320, -4192
107.241402, 11.386438
-20357, -4378
100.953995, 12.149102
-19010, -4490
102.724289, 13.025851
-15934, -5544
111.037453, 19.041246
-15484, -5117
109.855156, 18.277124
-13945, -3614
107.744614, 14.311053
-13226, -1886
98.746094, 7.957532
-14908, -1646
95.194359, 5.980605
-15337, -1104
45.000038, 3.708431
-16223, 74
0.008185, 0.000498
-17263, 225
351.869873, 359.530365
-16938, 181
348.690063, 359.522552
-13269, -657
53.130146, 2.436650
-13526, -89
0.009549, 0.000603
-15645, -2078
109.653763, 7.253201
-14549, -4949
105.945335, 18.768076
-16352, -4660
106.858337, 16.011190
-16815, -5478
112.833595, 17.709740
-18242, -4111
123.231659, 12.669825
-21301, -4609
116.565002, 11.965139
-22027, -3567
101.309868, 9.104609
-19187, -5684
124.019302, 16.389555
-15919, -5450
111.540916, 18.741356
-15936, -6259
109.983047, 21.274988
-14913, -5261
96.170105, 19.411503
-12106, -2268
82.875053, 10.660357
-13871, -1450
73.300819, 5.826347
-16317, -95
0.005730, 0.000498
-16531, 467
329.036224, 358.531189
-16859, 599
330.255096, 358.074829
-16586, 69
0.014324, 0.000490
-11386, -1548
111.801353, 7.125022
-11682, -1653
105.255058, 7.640413
-15148, -5131
117.824043, 18.595457
-15961, -6923
105.945335, 23.442940
-16749, -7332
108.103699, 23.782051
-17021, -7129
107.744614, 22.619884
-20089, -5966
110.854401, 16.476894
-21048, -6420
112.890495, 16.805035
-16918, -4161
112.479378, 13.695889
-17711, -3917
119.054550, 12.188643
-15799, -3642
120.963707, 12.582973
-12560, -2046
128.157181, 8.939572
-11865, -1971
102.994553, 8.797419
-14028, -542
71.565109, 1.735706
-15739, -100
0.004775, 0.000516
-16558, 875
335.224854, 357.064331
-17223, 1050
329.743530, 356.716125
-16698, 396
348.690063, 359.028992
-12766, -1704
116.565002, 7.594650
-11413, -1295
56.309978, 6.418792
-13690, -3654
101.309868, 14.452440
-14980, -6599
106.927452, 23.459044
-16569, -6260
123.388466, 20.609711
-16845, -6601
112.442696, 21.134258
-18685, -5141
113.962433, 15.255132
-18915, -4151
114.145485, 12.211518
-21563, -4607
108.970345, 11.888668
-20389, -7550
113.458969, 20.206436
-14850, -6481
118.072433, 23.198610
-16762, -7827
100.304779, 24.990328
-13848, -5468
106.144279, 21.194075
-13023, -2026
74.054665, 8.652549
-13931, -1157
82.875053, 4.666862
-15906, -36
0.008185, 0.000512
-15898, 154
352.874969, 359.488434
-16863, 1083
322.125000, 356.633545
-16436, 824
327.994598, 357.531891
-16602, 703
333.434937, 358.041931
-12424, -941
123.690018, 3.900497
-14189, -2017
89.995987, 7.969617
-15125, -6056
121.759430, 21.431185
-15827, -6703
113.051247, 22.765028
-17320, -7745
107.474716, 23.875301
-17942, -5913
112.520508, 17.891891
-17671, -4577
117.979424, 14.359348
-21217, -3502
106.260139, 9.090284
-20210, -7373
107.102669, 19.983124
-15059, -5418
121.184921, 19.722294
-17179, -8512
107.571198, 26.375353
-14534, -6195
113.838684, 22.659370
-14126, -4608
104.036179, 17.744686
-12979, -2927
84.289474, 12.264784
-14122, -734
51.340237, 2.862408
-18308, -579
126.869858, 1.776046
-14522, -2707
115.346123, 10.551819
-15697, -3009
137.602524, 10.713132
-16683, -5804
134.292633, 19.160189
-15645, -5713
133.531158, 19.983124
-13830, -6257
136.272995, 24.179127
